,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG
Date,,,,,,,,,,,,,,,,,,
2000-01-26,0.8373448252677917,3.2406249046325684,,0.9838169813156128,3.2406249046325684,,1.019531011581421,3.5,,0.9799110293388367,3.237499952316284,,0.982142984867096,3.4312500953674316,,367158400,131160000,
2000-01-27,0.8359198570251465,3.346874952316284,,0.982142984867096,3.346874952316284,,1.0089290142059326,3.387500047683716,,0.955357015132904,3.231250047683716,,0.9715399742126465,3.2593750953674316,,340144000,135680000,
2000-01-28,0.7722758650779724,3.0843749046325684,,0.9073659777641296,3.0843749046325684,,0.9899550080299377,3.3218750953674316,,0.8984379768371582,3.0,,0.9659600257873535,3.25,,423348800,275558000,
2000-01-31,0.7884241938591003,3.2281250953674316,,0.9263389706611633,3.2281250953674316,,0.9274550080299377,3.237499952316284,,0.84375,2.921875,,0.9017860293388367,3.018749952316284,,701680000,213958000,
2000-02-01,0.7618268132209778,3.371875047683716,,0.8950889706611633,3.371875047683716,,0.9375,3.53125,,0.892857015132904,3.21875,,0.9285709857940674,3.375,,318035200,268092000,
2000-02-02,0.7509026527404785,3.471874952316284,,0.8822540044784546,3.471874952316284,,0.9118300080299377,3.612499952316284,,0.8660709857940674,3.387500047683716,,0.8995540142059326,3.3968749046325684,,464195200,280518000,
2000-02-03,0.7850995659828186,4.209374904632568,,0.9224330186843872,4.209374904632568,,0.9308040142059326,4.296875,,0.8950889706611633,3.8687500953674316,,0.8956469893455505,4.056250095367432,,475193600,875000000,
2000-02-04,0.8207215070724487,3.9281249046325684,,0.9642860293388367,3.9281249046325684,,0.982142984867096,4.137499809265137,,0.9252229928970337,3.893749952316284,,0.928013026714325,4.137499809265137,,425320000,220460000,
2000-02-07,0.8667917251586914,3.75,,1.0184149742126465,3.75,,1.020089030265808,3.84375,,0.9458709955215454,3.65625,,0.9642860293388367,3.809375047683716,,441067200,202580000,
2000-02-08,0.8729665279388428,4.15625,,1.025670051574707,4.15625,,1.036829948425293,4.199999809265137,,0.9933040142059326,3.671875,,1.0178569555282593,3.700000047683716,,408643200,389456000,
2000-02-09,0.8558675646781921,4.012499809265137,,1.005579948425293,4.012499809265137,,1.0457589626312256,4.186718940734863,,1.003906011581421,4.000781059265137,,1.0189729928970337,4.027344226837158,,299364800,191608000,
2000-02-10,0.8625173568725586,3.809375047683716,,1.0133930444717407,3.809375047683716,,1.0167410373687744,3.9937500953674316,,0.982142984867096,3.7750000953674316,,1.0078129768371582,3.924999952316284,,302982400,199592000,
2000-02-11,0.8264204859733582,3.809375047683716,,0.970982015132904,3.809375047683716,,1.0189729928970337,3.956249952316284,,0.966517984867096,3.7750000953674316,,1.0145089626312256,3.856250047683716,,212251200,166180000,
2000-02-14,0.8800903558731079,3.721874952316284,,1.0340399742126465,3.721874952316284,,1.0345979928970337,3.7874999046325684,,0.9698659777641296,3.6781249046325684,,0.9760040044784546,3.784374952316284,,367539200,103394000,
2000-02-15,0.9043132662773132,3.690624952316284,,1.0625,3.690624952316284,,1.0708709955215454,3.809375047683716,,1.0284600257873535,3.53125,,1.0290180444717407,3.671875,,485744000,128490000,
2000-02-16,0.8672666549682617,3.534374952316284,,1.0189729928970337,3.534374952316284,,1.0546879768371582,3.671875,,1.0011160373687744,3.53125,,1.051339030265808,3.637500047683716,,378246400,85204000,
2000-02-17,0.8729665279388428,3.450000047683716,,1.025670051574707,3.450000047683716,,1.03125,3.565624952316284,,1.010045051574707,3.4000000953674316,,1.0284600257873535,3.5625,,289497600,122592000,
2000-02-18,0.8454192280769348,3.237499952316284,,0.9933040142059326,3.237499952316284,,1.0301339626312256,3.450000047683716,,0.9899550080299377,3.1937499046325684,,1.0234379768371582,3.421875,,233441600,174528000,
2000-02-22,0.8648922443389893,3.1781249046325684,,1.0161830186843872,3.1781249046325684,,1.0440850257873535,3.325000047683716,,0.9525669813156128,3.153125047683716,,0.9832590222358704,3.246875047683716,,422296000,113716000,
2000-02-23,0.8834148645401001,3.5218749046325684,,1.0379459857940674,3.5218749046325684,,1.0625,3.5875000953674316,,0.9910709857940674,3.234375,,1.0110210180282593,3.2437500953674316,,473099200,168824000,
2000-02-24,0.8754595518112183,3.421875,,1.0285990238189697,3.421875,,1.0636160373687744,3.5687499046325684,,0.997767984867096,3.28125,,1.0474330186843872,3.528125047683716,,376432000,117386000,
2000-02-25,0.8387693166732788,3.456249952316284,,0.9854909777641296,3.456249952316284,,1.0446430444717407,3.46875,,0.9832590222358704,3.2593750953674316,,1.0251120328903198,3.371875047683716,,249144000,97410000,
2000-02-28,0.8606176376342773,3.2874999046325684,,1.011160969734192,3.2874999046325684,,1.026785969734192,3.359375,,0.9676340222358704,3.206249952316284,,0.9832590222358704,3.328125,,328328000,101154000,
2000-02-29,0.8710666298866272,3.4437499046325684,,1.0234379768371582,3.4437499046325684,,1.046875,3.4484379291534424,,1.0050220489501953,3.293750047683716,,1.0139509439468384,3.299999952316284,,368961600,142970000,
2000-03-01,0.9902796149253845,3.293750047683716,,1.1635040044784546,3.293750047683716,,1.1791290044784546,3.424999952316284,,1.058035969734192,3.25,,1.058593988418579,3.3812499046325684,,1077003200,111534000,
2000-03-02,0.9271113276481628,3.128124952316284,,1.089285969734192,3.128124952316284,,1.1422990560531616,3.25,,1.0775669813156128,3.109375,,1.1339290142059326,3.246875047683716,,311259200,159602000,
2000-03-03,0.972706139087677,3.125,,1.1428569555282593,3.125,,1.144950032234192,3.237499952316284,,1.0714290142059326,3.1031250953674316,,1.114954948425293,3.1624999046325684,,323366400,121190000,
2000-03-06,0.9551334977149963,3.1968750953674316,,1.1222100257873535,3.1968750953674316,,1.1529020071029663,3.362499952316284,,1.1160709857940674,3.140625,,1.125,3.143749952316284,,210560000,153316000,
2000-03-07,0.9337601661682129,3.174999952316284,,1.0970979928970337,3.174999952316284,,1.1378350257873535,3.2906250953674316,,1.0814729928970337,3.106250047683716,,1.128906011581421,3.2437500953674316,,273011200,83576000,
2000-03-08,0.9271113276481628,3.1812500953674316,,1.089285969734192,3.1812500953674316,,1.1065850257873535,3.237499952316284,,1.058593988418579,3.028125047683716,,1.0970979928970337,3.1624999046325684,,271230400,118814000,
2000-03-09,0.9290111064910889,3.440624952316284,,1.0915180444717407,3.440624952316284,,1.1160709857940674,3.450000047683716,,1.0558040142059326,3.109375,,1.0792410373687744,3.1500000953674316,,276718400,166250000,
2000-03-10,0.9556083083152771,3.34375,,1.1227680444717407,3.34375,,1.1422990560531616,3.426563024520874,,1.0803569555282593,3.25,,1.0864959955215454,3.362499952316284,,248606400,74270000,
2000-03-13,0.921886682510376,3.265625,,1.0831470489501953,3.265625,,1.129464030265808,3.331249952316284,,1.066964030265808,3.1500000953674316,,1.0904020071029663,3.200000047683716,,303956800,112686000,
2000-03-14,0.8682165145874023,3.28125,,1.020089030265808,3.28125,,1.109375,3.346874952316284,,1.0178569555282593,3.168750047683716,,1.0823099613189697,3.3031249046325684,,428579200,96106000,
2000-03-15,0.8834148645401001,3.1875,,1.0379459857940674,3.1875,,1.073660969734192,3.2562499046325684,,1.0189729928970337,3.0999999046325684,,1.0323660373687744,3.237499952316284,,443609600,121654000,
2000-03-16,0.923785924911499,3.3125,,1.0853790044784546,3.3125,,1.089285969734192,3.3187499046325684,,1.0223209857940674,3.0,,1.0474330186843872,3.112499952316284,,378100800,194062000,
2000-03-17,0.9499083161354065,3.2406249046325684,,1.1160709857940674,3.2406249046325684,,1.1160709857940674,3.3187499046325684,,1.068079948425293,3.2249999046325684,,1.072545051574707,3.3031249046325684,,305043200,105970000,
2000-03-20,0.9347102642059326,3.2093749046325684,,1.098214030265808,3.2093749046325684,,1.1272319555282593,3.2249999046325684,,1.0926339626312256,3.1187500953674316,,1.1026790142059326,3.174999952316284,,204489600,116270000,
2000-03-21,1.0254271030426025,3.6187500953674316,,1.2047990560531616,3.6187500953674316,,1.2209819555282593,3.6500000953674316,,1.0859379768371582,3.112499952316284,,1.0943080186843872,3.2562499046325684,,524328000,341658000,
2000-03-22,1.095719337463379,3.534374952316284,,1.2873879671096802,3.534374952316284,,1.2890629768371582,3.700000047683716,,1.1746649742126465,3.4625000953674316,,1.1855469942092896,3.543750047683716,,567996800,231328000,
2000-03-23,1.0738723278045654,3.3843750953674316,,1.261718988418579,3.3843750953674316,,1.3426339626312256,3.546875,,1.25,3.375,,1.2678569555282593,3.4749999046325684,,562564800,108842000,
2000-03-24,1.0539239645004272,3.6343750953674316,,1.238281011581421,3.6343750953674316,,1.285156011581421,3.762500047683716,,1.2098209857940674,3.565624952316284,,1.2717629671096802,3.731250047683716,,446913600,194920000,
2000-03-27,1.0605733394622803,3.65625,,1.246093988418579,3.65625,,1.292410969734192,3.7562499046325684,,1.2220979928970337,3.5875000953674316,,1.228795051574707,3.612499952316284,,279182400,94972000,
2000-03-28,1.0572490692138672,3.5062499046325684,,1.2421879768371582,3.5062499046325684,,1.2678569555282593,3.637500047683716,,1.224329948425293,3.473438024520874,,1.2254459857940674,3.6187500953674316,,202966400,103952000,
2000-03-29,1.0330262184143066,3.3125,,1.2137279510498047,3.3125,,1.2449779510498047,3.4937500953674316,,1.1948939561843872,3.25,,1.244420051574707,3.4749999046325684,,239836800,117730000,
2000-03-30,0.9556083083152771,3.325000047683716,,1.1227680444717407,3.325000047683716,,1.2293529510498047,3.3687500953674316,,1.1199779510498047,3.200000047683716,,1.1925220489501953,3.2249999046325684,,414400000,100680000,
2000-03-31,1.0320760011672974,3.3499999046325684,,1.2126120328903198,3.3499999046325684,,1.2254459857940674,3.356250047683716,,1.125,3.1500000953674316,,1.1378350257873535,3.3375000953674316,,404633600,102310000,
2000-04-03,1.0130776166915894,3.1781249046325684,,1.1902899742126465,3.1781249046325684,,1.245535969734192,3.284374952316284,,1.1556919813156128,3.0999999046325684,,1.2098209857940674,3.2718749046325684,,328563200,97308000,
2000-04-04,0.9674822092056274,3.1968750953674316,,1.136718988418579,3.1968750953674316,,1.1875,3.2718749046325684,,1.042410969734192,2.7874999046325684,,1.1841520071029663,3.143749952316284,,660329600,286360000,
2000-04-05,0.9907554388046265,3.109375,,1.1640629768371582,3.109375,,1.1863839626312256,3.246875047683716,,1.1071430444717407,3.0250000953674316,,1.1291849613189697,3.0875000953674316,,457665600,98000000,
2000-04-06,0.9513344168663025,3.2125000953674316,,1.1177459955215454,3.2125000953674316,,1.2008930444717407,3.2750000953674316,,1.1004459857940674,3.09375,,1.166295051574707,3.171875,,259627200,120654000,
2000-04-07,1.001204252243042,3.378124952316284,,1.176339030265808,3.378124952316284,,1.177454948425293,3.4312500953674316,,1.120535969734192,3.206249952316284,,1.136160969734192,3.2562499046325684,,242435200,121046000,
2000-04-10,0.9499083161354065,3.168750047683716,,1.1160709857940674,3.168750047683716,,1.1852680444717407,3.421875,,1.113839030265808,3.1624999046325684,,1.175781011581421,3.362499952316284,,212262400,90472000,
2000-04-11,0.907637894153595,3.168750047683716,,1.066406011581421,3.168750047683716,,1.114954948425293,3.299999952316284,,1.0541290044784546,3.0625,,1.1026790142059326,3.125,,541822400,94132000,
2000-04-12,0.8302200436592102,2.8187499046325684,,0.9754459857940674,2.8187499046325684,,1.0625,3.21875,,0.9363840222358704,2.8125,,1.0625,3.200000047683716,,941136000,173910000,
2000-04-13,0.8648922443389893,2.4000000953674316,,1.0161830186843872,2.4000000953674316,,1.0714290142059326,2.9375,,0.96875,2.3968749046325684,,0.9955360293388367,2.893749952316284,,529827200,213580000,
2000-04-14,0.8501686453819275,2.34375,,0.9988840222358704,2.34375,,1.0535709857940674,2.6187500953674316,,0.9732139706611633,2.0406250953674316,,0.9760040044784546,2.393749952316284,,667620800,401490000,
2000-04-17,0.9413599967956543,2.3531250953674316,,1.1060270071029663,2.3531250953674316,,1.1065850257873535,2.5999999046325684,,0.9737719893455505,2.231250047683716,,0.9776790142059326,2.262500047683716,,409561600,243618000,
2000-04-18,0.9641580581665039,2.746875047683716,,1.1328129768371582,2.746875047683716,,1.1328129768371582,2.8125,,1.0658479928970337,2.356250047683716,,1.1026790142059326,2.3812499046325684,,390924800,214700000,
2000-04-19,0.9204614758491516,2.671875,,1.0814729928970337,2.671875,,1.1629459857940674,2.765625,,1.0691959857940674,2.5843749046325684,,1.1266740560531616,2.765625,,520150400,107476000,
2000-04-20,0.9033632874488831,2.6187500953674316,,1.0613839626312256,2.6187500953674316,,1.113839030265808,2.684375047683716,,1.0452009439468384,2.4937500953674316,,1.1043529510498047,2.668750047683716,,722120000,98506000,
2000-04-24,0.9157125353813171,2.4906249046325684,,1.0758930444717407,2.4906249046325684,,1.0758930444717407,2.578125,,1.0245540142059326,2.2437500953674316,,1.026785969734192,2.46875,,443620800,133866000,
2000-04-25,0.9750812649726868,2.621875047683716,,1.1456470489501953,2.621875047683716,,1.1495540142059326,2.706249952316284,,1.089843988418579,2.512500047683716,,1.0904020071029663,2.590625047683716,,391641600,143008000,
2000-04-26,0.921886682510376,2.674999952316284,,1.0831470489501953,2.674999952316284,,1.1428569555282593,2.871875047683716,,1.0714290142059326,2.6226561069488525,,1.130579948425293,2.6656250953674316,,366912000,240128000,
2000-04-27,0.9632070064544678,2.643749952316284,,1.1316959857940674,2.643749952316284,,1.1339290142059326,2.762500047683716,,1.040876030921936,2.424999952316284,,1.0463169813156128,2.465625047683716,,326603200,225320000,
2000-04-28,0.9427849054336548,2.7593750953674316,,1.1077009439468384,2.7593750953674316,,1.1383930444717407,2.78125,,1.0831470489501953,2.65625,,1.135045051574707,2.700000047683716,,249580800,136676000,
2000-05-01,0.9446843862533569,2.996875047683716,,1.1099330186843872,2.996875047683716,,1.1171879768371582,3.015625,,1.088170051574707,2.762500047683716,,1.114954948425293,2.799999952316284,,226195200,171570000,
2000-05-02,0.895763635635376,2.8062500953674316,,1.052454948425293,2.8062500953674316,,1.1272319555282593,3.0,,1.0491069555282593,2.793750047683716,,1.1004459857940674,2.9593749046325684,,236432000,148558000,
2000-05-03,0.8743913769721985,2.706249952316284,,1.027343988418579,2.706249952316284,,1.082589030265808,2.828125,,0.9966520071029663,2.6500000953674316,,1.0619419813156128,2.762500047683716,,489798400,108496000,
2000-05-04,0.8411440253257751,2.753124952316284,,0.9882810115814209,2.753124952316284,,1.0290180444717407,2.825000047683716,,0.9871649742126465,2.65625,,1.0279020071029663,2.7125000953674316,,399515200,94504000,
2000-05-05,0.8596680760383606,2.924999952316284,,1.010045051574707,2.924999952316284,,1.0245540142059326,2.9312500953674316,,0.9885600209236145,2.706249952316284,,0.9893969893455505,2.731250047683716,,284076800,81242000,
2000-05-08,0.8368697762489319,2.800781011581421,,0.9832590222358704,2.800781011581421,,1.0150669813156128,2.9625000953674316,,0.982142984867096,2.7718749046325684,,1.000836968421936,2.840625047683716,,184900800,79000000,
2000-05-09,0.8012478351593018,2.8125,,0.9414060115814209,2.8125,,0.9933040142059326,2.887500047683716,,0.9363840222358704,2.6500000953674316,,0.9849330186843872,2.825000047683716,,327140800,91036000,
2000-05-10,0.7547028064727783,2.6656250953674316,,0.8867189884185791,2.6656250953674316,,0.9375,2.768749952316284,,0.8816959857940674,2.450000047683716,,0.9291290044784546,2.726562976837158,,535091200,174230000,
2000-05-11,0.7813003063201904,2.7437500953674316,,0.9179689884185791,2.7437500953674316,,0.9308040142059326,2.7874999046325684,,0.8839290142059326,2.546875,,0.9051340222358704,2.6968750953674316,,499744000,111616000,
2000-05-12,0.8178719282150269,2.6875,,0.9609379768371582,2.6875,,0.986607015132904,2.825000047683716,,0.9354069828987122,2.65625,,0.9464290142059326,2.734375,,306913600,79392000,
2000-05-15,0.7675265669822693,2.8031249046325684,,0.9017860293388367,2.8031249046325684,,0.9648439884185791,2.825000047683716,,0.8939729928970337,2.543750047683716,,0.9648439884185791,2.6812500953674316,,678932800,82508000,
2000-05-16,0.803147554397583,2.953125,,0.943638026714325,2.953125,,0.9737719893455505,2.9937500953674316,,0.9174110293388367,2.799999952316284,,0.9331750273704529,2.856250047683716,,440451200,128644000,
2000-05-17,0.7703763246536255,3.049999952316284,,0.9051340222358704,3.049999952316284,,0.9257810115814209,3.1187500953674316,,0.8962050080299377,2.8499999046325684,,0.9252229928970337,2.859375,,398092800,139972000,
2000-05-18,0.7656269669532776,2.768749952316284,,0.8995540142059326,2.768749952316284,,0.9369419813156128,3.043750047683716,,0.8984379768371582,2.7562499046325684,,0.919642984867096,3.018749952316284,,373777600,94540000,
2000-05-19,0.7143318057060242,2.6312499046325684,,0.8392860293388367,2.6312499046325684,,0.8861610293388367,2.7874999046325684,,0.8337050080299377,2.612499952316284,,0.8861610293388367,2.731250047683716,,740667200,92218000,
2000-05-22,0.6834591627120972,2.59375,,0.803013026714325,2.59375,,0.8370540142059326,2.65625,,0.767857015132904,2.34375,,0.8370540142059326,2.6500000953674316,,755507200,165456000,
2000-05-23,0.6521123051643372,2.3343749046325684,,0.7661830186843872,2.3343749046325684,,0.8337050080299377,2.59375,,0.7645090222358704,2.325000047683716,,0.8080360293388367,2.5250000953674316,,517585600,116744000,
2000-05-24,0.6663610339164734,2.4281249046325684,,0.7829239964485168,2.4281249046325684,,0.8013389706611633,2.487499952316284,,0.7410709857940674,2.0218749046325684,,0.7695310115814209,2.3218750953674316,,678462400,233332000,
2000-05-25,0.663154661655426,2.2750000953674316,,0.7791569828987122,2.2750000953674316,,0.8272879719734192,2.5,,0.767857015132904,2.2750000953674316,,0.7901790142059326,2.4749999046325684,,406750400,98390000,
2000-05-26,0.6563865542411804,2.325000047683716,,0.7712050080299377,2.325000047683716,,0.8024550080299377,2.387500047683716,,0.7611610293388367,2.200000047683716,,0.7857139706611633,2.3125,,181148800,72420000,
2000-05-30,0.6654112935066223,2.5875000953674316,,0.7818080186843872,2.5875000953674316,,0.7868300080299377,2.59375,,0.7299110293388367,2.3656249046325684,,0.7823659777641296,2.3656249046325684,,713059200,112264000,
2000-05-31,0.6383387446403503,2.4156250953674316,,0.75,2.4156250953674316,,0.814732015132904,2.612499952316284,,0.7483260035514832,2.40625,,0.7756699919700623,2.5374999046325684,,433507200,137640000,
2000-06-01,0.6772850751876831,2.5093750953674316,,0.7957590222358704,2.5093750953674316,,0.7996649742126465,2.5562500953674316,,0.7176340222358704,2.3187499046325684,,0.7299110293388367,2.4437499046325684,,903840000,152444000,
2000-06-02,0.7034076452255249,2.893749952316284,,0.8264510035514832,2.893749952316284,,0.890625,2.90625,,0.794642984867096,2.612499952316284,,0.8370540142059326,2.6187500953674316,,792848000,166450000,
2000-06-05,0.6939082741737366,2.7249999046325684,,0.8152899742126465,2.7249999046325684,,0.8504459857940674,2.8125,,0.8007810115814209,2.625,,0.8331469893455505,2.75156307220459,,323668800,136264000,
2000-06-06,0.7057822942733765,2.528125047683716,,0.8292409777641296,2.528125047683716,,0.8638389706611633,2.7281250953674316,,0.806361973285675,2.512500047683716,,0.821150004863739,2.700000047683716,,525481600,97062000,
2000-06-07,0.73380446434021,2.590625047683716,,0.8621649742126465,2.590625047683716,,0.8660709857940674,2.609375,,0.8180800080299377,2.5062499046325684,,0.8359379768371582,2.59375,,337019200,76824000,
2000-06-08,0.7205058336257935,2.59375,,0.8465399742126465,2.59375,,0.8794639706611633,2.671875,,0.8314729928970337,2.581249952316284,,0.8716520071029663,2.628124952316284,,238526400,60806000,
2000-06-09,0.7276304960250854,2.609375,,0.8549110293388367,2.609375,,0.8744419813156128,2.6624999046325684,,0.8426340222358704,2.59375,,0.8638389706611633,2.596874952316284,,252358400,38446000,
2000-06-12,0.6929585337638855,2.421875,,0.8141739964485168,2.421875,,0.8610489964485168,2.609375,,0.8113840222358704,2.3499999046325684,,0.8604909777641296,2.609375,,290337600,79720000,
2000-06-13,0.7181310057640076,2.450000047683716,,0.84375,2.450000047683716,,0.8454239964485168,2.4749999046325684,,0.787388026714325,2.3125,,0.8141739964485168,2.409374952316284,,351456000,95770000,
2000-06-14,0.6872592568397522,2.3218750953674316,,0.8074780106544495,2.3218750953674316,,0.859375,2.4937500953674316,,0.8046879768371582,2.299999952316284,,0.8454239964485168,2.465625047683716,,277446400,100410000,
2000-06-15,0.7019827961921692,2.315624952316284,,0.8247770071029663,2.315624952316284,,0.8337050080299377,2.3968749046325684,,0.794642984867096,2.265625,,0.814732015132904,2.3499999046325684,,248572800,71094000,
2000-06-16,0.6929585337638855,2.299999952316284,,0.8141739964485168,2.299999952316284,,0.8370540142059326,2.371875047683716,,0.7952010035514832,2.268749952316284,,0.8348209857940674,2.362499952316284,,303564800,61418000,
2000-06-19,0.734279215335846,2.265625,,0.8627229928970337,2.265625,,0.8738840222358704,2.293750047683716,,0.8018969893455505,2.174999952316284,,0.8085939884185791,2.2750000953674316,,394004800,103030000,
2000-06-20,0.7694262266159058,2.3062500953674316,,0.904017984867096,2.3062500953674316,,0.928013026714325,2.4312500953674316,,0.8783479928970337,2.2562499046325684,,0.8794639706611633,2.293750047683716,,501390400,123982000,
2000-06-21,0.8454192280769348,2.3031249046325684,,0.9933040142059326,2.3031249046325684,,1.0167410373687744,2.346874952316284,,0.8984379768371582,2.253124952316284,,0.9017860293388367,2.2718749046325684,,490000000,71466000,
2000-06-22,0.8169213533401489,2.0999999046325684,,0.9598209857940674,2.0999999046325684,,1.0290180444717407,2.3218750953674316,,0.9564729928970337,2.081249952316284,,0.9955360293388367,2.309375047683716,,467712000,210322000,
2000-06-23,0.7855745553970337,1.693750023841858,,0.9229909777641296,1.693750023841858,,0.9754459857940674,1.850000023841858,,0.9073659777641296,1.6234380006790161,,0.9603790044784546,1.8312499523162842,,204965600,1036764000,
2000-06-26,0.8226209878921509,1.696874976158142,,0.966517984867096,1.696874976158142,,0.9776790142059326,1.7664060592651367,,0.9308040142059326,1.640625,,0.9375,1.765625,,185354400,421528000,
2000-06-27,0.7865245342254639,1.8250000476837158,,0.924107015132904,1.8250000476837158,,0.9910709857940674,1.9249999523162842,,0.921875,1.6749999523162842,,0.9603790044784546,1.6875,,203470400,352764000,
2000-06-28,0.8273703455924988,1.8937499523162842,,0.9720979928970337,1.8937499523162842,,0.9888389706611633,1.9968750476837158,,0.919642984867096,1.806249976158142,,0.9520090222358704,1.84375,,286428800,297486000,
2000-06-29,0.7789257764816284,1.8562500476837158,,0.9151790142059326,1.8562500476837158,,0.9631699919700623,1.9249999523162842,,0.9118300080299377,1.806249976158142,,0.9475449919700623,1.8562500476837158,,203660800,179730000,
2000-06-30,0.7960236668586731,1.8156249523162842,,0.935267984867096,1.8156249523162842,,0.9810270071029663,1.8624999523162842,,0.9229909777641296,1.774999976158142,,0.9430800080299377,1.850000023841858,,323097600,129038000,
2000-07-03,0.810272216796875,1.850000023841858,,0.9520090222358704,1.850000023841858,,0.9698659777641296,1.875,,0.9308040142059326,1.8250000476837158,,0.9308040142059326,1.834375023841858,,70828800,35248000,
2000-07-05,0.7846246957778931,1.8250000476837158,,0.921875,1.8250000476837158,,0.9854909777641296,1.9249999523162842,,0.90625,1.818750023841858,,0.950892984867096,1.850000023841858,,265216000,84272000,
2000-07-06,0.7874742150306702,1.803125023841858,,0.9252229928970337,1.803125023841858,,0.9453129768371582,1.868749976158142,,0.8861610293388367,1.7374999523162842,,0.9375,1.84375,,309545600,135342000,
2000-07-07,0.8273703455924988,1.806249976158142,,0.9720979928970337,1.806249976158142,,0.9787949919700623,1.850000023841858,,0.9308040142059326,1.7625000476837158,,0.9391739964485168,1.806249976158142,,263603200,77412000,
2000-07-10,0.8682165145874023,1.7531249523162842,,1.020089030265808,1.7531249523162842,,1.0401790142059326,1.818750023841858,,0.9598209857940674,1.75,,0.9659600257873535,1.818750023841858,,397796000,84812000,
2000-07-11,0.86536705493927,1.65625,,1.0167410373687744,1.65625,,1.058035969734192,1.7625000476837158,,0.9899550080299377,1.631250023841858,,1.0178569555282593,1.759374976158142,,357896000,197930000,
